contract_id,page_area,name,content
8,10,para 01,<b>Completing the Request for Consent forms and exhibits</b>
8,11,info B,"It is strongly recommended that the Agent and Lender complete all forms and exhibits by entering the required
information into this interactive pdf form. However, a blank copy of all forms and instructions may be printed by
clicking the button below. Allstate will only accept Requests for Consent completed by using the interactive form
or by printing the form and manually completing each field. Retyping the form will not be accepted."
8,12,list label A,<b>Tips for completing the interactive pdf Assignment of Commission:</b>
8,13,list A,"o <b>Adobe Reader 7.0 </b> or higher is required.
o <b>Interactive Fields </b>-- All interactive fields are highlighted in blue. Required fields are outlined in red. Signature
fields (required) and their corresponding date fields (required) are grey and are not interactive.
o 
<b>Tooltips</b>-- Hovering over any field will display more information (tooltips) about what information should be
entered
o
<b>Navigation</b>-- The tab key will guide the cursor from field to field. The first time a field is completed, any form field that asks for that same information is also populated. So the tab key navigates to fields that still
need to be completed.
o
<b>Resetting the form</b>-- To clear all fields and start over, use the RESET FORM button. Depending on your operating system and what version of Adobe Reader you are using, you may not be able to save a completed form,
so be sure to print the completed form before closing.
o
<b>Validation</b>-- To validate whether all required fields have been entered before printing the forms for signature,
click the VALIDATE button (bookmarked on the left). Missing required fields will be listed.
o
<b>Submitting an Assignment</b>-- Sign and date the Assignment of Commission contract after printing and submit to the Allstate Lending Connection® as explained on page 1."
8,14,list label B,"<b>If completing the Assignment of Commission manually (not recommended), the tooltips for some fields
are listed below. Please note that submitting illegible assignments will delay processing.</b>"
8,15,list B,"o <b>Agency Name</b>-- The entity (whether sole proprietorship or corporation/LLC) who has an R3001
contract with Allstate, not the DBA
o
<b>Agent Number</b> – The 5 character Agent Number associated with the location from which the Monthly Deduction
should be taken.
o
<b>Monthly Deduction Amount </b>-- The amount to be deducted from Agency commissions each month
and paid to the Lender
o
<b>Total Deduction Amount </b>-- The total amount that will be deducted from Agency commissions and
paid to the Lender over the life of the assignment
o
<b>Agent </b>-- The Agent is the individual (whether Agency Owner or Key Person) who has signed the
R3001 contract
o
<b>Lender </b>-- Name of the individual, bank or lending entity who is being assigned commission payments from
an Allstate Agency.
o
<b>Lender Authorized Representative </b>-- Name of individual Lender or institutional Lender's authorized representative <b>Lender Contact</b>— Individual to contact with questions regarding the Assignment or a payment issue; may
o
be the same as the individual Lender or institutional Lender's Authorized Representative
o
<b>R3001 Contract Date </b>—The date of the Agency's R3001 contract with Allstate, which may or may not be the
the same as the date the Agent affiliated with Allstate
o
<b>Business Entity</b>-- The type of business entity (either sole proprietorship or corporation/LLC) that has an R3001 contract with Allstate"
8,16,footer ,© 2015 Allstate Insurance Company                                            AOC                                             07/1/2017
8,17,comm form,"I acknowledge position
"
8,18,form input ,(Lender initials)
8,19,header C,"<b>Granting of Security Interest in the Economic Interest in an R3001 Contract
NOTICE TO LENDER</b>"
8,20,Agent form B name,"_____________________________________________________________________________________________________________
Name of borrower (Name on R3001 Agreement) (This is not DBA Name of Agency)"
8,21,form agent B agent num,"Agent # , has asked Allstate Insurance Company (the “Company”) to consent to the assignment (Agent Number) of a security interest in the economic interest in their Allstate R3001 Exclusive Agency Agreement with the Company to (the “Lender”). (Lender Name) Allstate's consent to this request is conditioned on receipt of your acknowledgement that you have received and reviewed the following important information: "
8,22,form agent C," Start-up Agency tiered incentive compensation-eligible Agents, with affiliation dates of January 1, 2012 and
subsequent, will be required to vest for five years before being eligible to receive a termination payment on all
secured new business.
 Allstate retains ownership of the Agency’s book of business upon termination of the R3001 Agreement (excluding
any Assigned Risk, JUA, Flood and FAIR Plan business).
 Subject to the terms and conditions set forth in the R3001 Agreement, the Agency acquires an economic interest in
the Allstate business written by the Agency which can be sold only to a Company-approved buyer or the Agent can
elect to receive a termination payment from Allstate.
 The R3001 Agreement may be terminated at any time by mutual agreement of the parties in writing; by either party
with or without cause upon providing 90 days prior written notice to the other (or such greater number of days as is
required by law); or by the Company with cause, immediately upon written notice being provided to the Agency.
Agent is obligated to promptly provide notice to Lender of Agency termination.
 The Agent has up to 3 full calendar months (or such greater number of days as is required by law) from the date of
the written notice of termination to either sell the economic interest in the book of business to a Company approved buyer or
to elect the termination payment.
 Agent shall also notify any potential buyer of the economic interest of any outstanding loans secured by or
incurred in connection with the book of business.
 If the Agent sells the economic interest in an Agency’s book of business to a Company-approved buyer, the
Company is not obligated to notify the Lender or make a termination payment.
 The terms of the sale of the economic interest in the book of business, including the sale price, are determined by
the Agent and the approved buyer. Other than approval of the buyer, Allstate is not a party to the transaction
and the proceeds from the sale are received by the Agent/Agency directly from the buyer.
 The termination payment currently available to Agencies under an R3001 Agreement executed on or after
January 1, 2000 is subject to change at the discretion of the Company, including discontinuance of the termination
payment option.
 Allstate has made no representations, warranties, or guarantees to the Lender regarding the value of a termination
payment as it relates to the amount of any loan the Agent or Agency is requesting.
 Collateral pledged by the Agency shall be consistent with the R3001 Agreement.
 For an Agency operating under an R3001, R3001A or R3001B Agreement, the termination payment is payable in
12 monthly installments, less any money owed to the Company by the Agency. For an Agency operating under
any other agreement, the termination payment is payable in 24 monthly installments, less any money owed to the
Company by the Agency."
8,23,footer ,"© 2015 Allstate Insurance Company                                            1 of 9, AOC                                             07/1/2017"
8,24,none,none
8,25,form D intro," The Consent to the Granting of Security Interest is the full extent of Allstate’s agreement.
 Allstate agrees with Lender that it will make no termination payments to Agency under the R3001 Agreement but in lieu
thereof will make all such payments directly to Lender unless and until the payoff amount supplied be the lender is reached.
The termination payment does not begin until all property and confidential information belonging to the Company has been
returned or made available for return.
 The total Termination Payment Value is determined after the Agency termination has occurred. Furthermore, should the
Agency owe the Company any money, that money will be withheld from the termination payments.
 If the Agent does not comply with the confidentiality and non-compete obligations, which survive termination of the
agreement, the Company is entitled to withhold any remaining monthly installments.
 Any payment of non-TPP fund (i.e., flood payment) to a Lender must be returned to Agency.
Allstate will not be liable to the Lender or any other person or entity if the termination payment of the proceeds from the sale
of the economic interest in the book of business are not sufficient to satisfy the loan, nor shall Allstate be liable to any party if
 Lender's loan to Agency is not paid in full.
 Agency and Lender are obligated to notify Allstate via a release letter if the Security Interest is terminated.
Lender agrees to submit written release of the Security Interest if the loan transaction is never consummated.
 The Security Interest survives any change of a corporation's Key person.
 The consent to the Granting of Security Interest is the full extent of Allstate's agreement.
 The Request for Consent to the Granting of Security Interest in the Economic Interest in an R3001 Contract assignment does
not substitute for a Uniform Commercial Code (UCC) filing. In addition to entering a Request for Consent to the Granting of
Security Interest in the Economic Interest in an R3001 Contract, the filing of a UCC-1 financing statement is necessary to
perfect a security interest"
,26,agent header,<b>Agent</b> 
8,27,form agent C agency,"By: _________________________________
(PrintAgentName)"
,28,lender header,<b>Lender </b> 
8,29,form agent C Lending ,"By: _________________________________ 
(Print Authorized Representative Name)"
8,30,form C Date agent,Date : ______________________________________
8,31,form C Date lender,Date : ______________________________________
8,32,agent Sig," _________________________________ 
(AgentSignature)"
8,33,lender Sig,"_________________________________ 
(Authorized Representative Signature)"
8,34,footer,"© 2015 Allstate Insurance Company                                                                                          2 of 5, SAG                                                                                                                                       07/01/2017"
8,35,for D list B item,"<b>Security Agreement
in Economic Interest</b>"
8,36,for D list B item,"This SECURITY AGREEMENT IN ECONOMIC INTEREST (""this Agreement"") is entered into as of the
________   day of ,
_______________________________________________
(Day) (Month) (Year)
by and between (here in after “Lender”) and the
_______________________________________________
(Lender Name)
undersigned Agency
_______________________________________________
Name of borrower (Name on R3001 Agreement) (This is not DBA Name of Agency)"
8,37,for list header,<b>Preamble</b>
8,38,for D list B item,"Whereas, Agency has entered into an Agreement entitled “Allstate R3001 Exclusive Agency Agreement” dated
_______________________________ (the “Agency Agreement”); and
(R3001 Contract Date)"
8,39,for D list B item,"Whereas, Lender has agreed to make a loan provided Agent assigns to Lender all of Agent’s assignable interest
under the Agency Agreement, and Agent has agreed to grant such assignment, as collateral for such loan and Note
subject to the approval of Allstate and to the specific limitations set forth in the Agency Agreement.
Now, therefore, in consideration of the loan and Note made are to be made as set forth above and for other good
and valuable consideration, receipt whereof is hereby acknowledged by the parties, it is agreed as follows:"
8,40,for D list B item,"1. Agent hereby transfers, assigns, and conveys to Lender, and grants to Lender a security interest in, all rights of Agent in and to the termination payment and other economic interests (as defined in the Agency Agreement) due or which hereafter become due and payable to Agent under the Agency Agreement as amended from time to time. The assignment and security interest herein granted and conveyed to Lender specifically excludes any payments due under the Agency Agreement other than termination payments (as defined in the R3001 supplement) or proceeds arising from the sale, assignment, or other transfer of Agent’s economic interests hereunder to buyer who has been approved in writing by Allstate Insurance Company.

2. The assignment and security interest herein granted is for collateral purposes only and includes only the assignable rights of Agent to termination payments and other economic interests of Agent under the Agency Agreement and does not convey to Lender or engage Lender to accept or undertake any of Agent’s duties or obligations arising under the Agency Agreement. Therefore, Lender’s receipt and acceptance of this Agreement does not and shall not be construed as conferring upon Lender any obligations or liabilities of any kind or nature under the Agency Agreement and Lender shall not be deemed a third party beneficiary of the Agency Agreement. Upon the termination of the Agency Agreement, Lender shall have all of the rights and remedies available to it under this Agreement or under law, including without limitation the right to notify Allstate thereof and to receive direct payment from Allstate of all termination payments from Allstate to Agent and all remedies available under the Uniform Commercial Code of Illinois. Agent will, at its expense, promptly execute, acknowledge and deliver all such instruments and take all such actions as Lender from time to time may request in order to ensure to Lender the benefits of the liens in and to the collateral intended to be created by this Agreement, including the filing of any necessary Uniform Commercial Code financing statements, which may be filed by Lender with or (to the extent permitted by law) without the signature of Agent, and will cooperate with Lender, at Agent’s expense, in obtaining all necessary approvals and making all necessary filings under federal, state, local or foreign law in connection with such liens or any sale or transfer of the collateral. "
8,41,footer,"© 2015 Allstate Insurance Company 3 of 6,                                                                                                SAG                                                                            07/01/2017"
8,42,for D list B item,"3. NOTICE: All notices required or permitted to be given hereunder shall be given in writing, by certified mail, return
receipt requested, to each of the parties hereto, by depositing such notices in the United States Mail, postage
properly prepaid, addresses to the parties as shown below, or such other address or addresses as the parties
may from time to time designate and deliver to the other in writing. Pending such designation, notices shall be
addressed as follows:"
8,43,for D list B item,Where to Lender:
8,44,lender name,"______________________________________________________
(Lender Name)"
8,45,address,"____________________________________________________
(Address)"
8,46,city zip,"___________________________________________________
(City)                                (State)                           (Zip)"
8,47,lend email ,"___________________________________________________
(Lender email)"
8,48,lend phone,"___________________________________________________
(Lender phone)"
8,49,add,"________________________________________________________________________________
(Additional Lender contact name, phone and email, optional)"
8,50,Agent label,Where to Agency:
8,51,agent name,"______________________________________________________
(AgencyName)"
8,52,agent address,"____________________________________________________
(Address)"
8,53,agent city zip,"___________________________________________________
(City)                                (State)                           (Zip)"
8,54,agent  email ,"___________________________________________________
(Agent email)"
8,55,agent phone,"___________________________________________________
(Agent phone)"
8,56,Company to,<b><u>Where to Allstate:: </u></b>
8,57,Lending fax,"Allstate Insurance Co.
"
8,58,Lend address,"2775 Sanders Rd, Northbrook, Illinois 60062 Attention: Allstate Lending Connection®, Suite B2S
Email : <a href=""Allstatelendingconnection@allstate.com "" >Allstatelendingconnection@allstate.com </a> 
Phone: (847) 402-2191
Fax: (877) 347-6175"
8,59,to lender form ,<b><u> If to Lender: </b></u>
,60,from agent form ,"4. SPECIFIC PERFORMANCE AND INJUNCTION: It is specifically provided and agreed that suit or claim for
monetary damages is an inappropriate, insufficient and inadequate remedy against any person or entity who
violates any of the covenants and agreements hereof and that such person or entity may be enjoined and
required to specifically perform any and all acts required hereunder. Nothing herein contained nor any acts
undertaken to compel specific performance by any person as aforesaid, nor any claims or suits for damages,
nor any other remedy at law is intended to or shall be construed as a waiver or limitation of any person’s or
entity’s rights to maintain any other action or remedy provided herein or at law."
,61,from agent form ,"5. ARBITRATION: Any controversy or dispute arising out of or relating to this Agreement or to any portion
thereof shall be settled by arbitration in accordance with the Commercial Arbitration Rules of the American
Arbitration Association and judgment upon the award of the Arbitration shall be binding upon the parties here
to and may be entered in any court having jurisdiction thereof, all rights to appear and review being hereby
waived by all parties."
,62,from agent form ,"6. SEVERABILITY: The invalidity or unenforceability of any particular provisions of this Agreement shall not
affect the other provisions hereof and this Agreement shall be construed in all respects as if such invalid or
unenforceable provisions were omitted."
,63,from agent form ,"7. BINDING EFFECT AND BENEFIT: The provisions hereof shall be binding upon and insure to the benefit of
the parties hereto, their heirs, executors, administrators, successors, and assigns."
8,64,from agent form ,"8. ASSIGNABILITY OF RIGHTS OF LENDER: The Lender may assign its rights under the Agreement in
connection with a sale, assignment, pledge or encumbrance of its loan to the Agent/Agency. Lender will
make reasonable effort to provide Company with written notice (30) days prior to the effective dates of any
such assignment."
8,65,footer,© 2015 Allstate Insurance Company                                            4 of 6  SAG                                             07/1/2017
8,66,from agent form ,"9. WAIVERS: No delay on the part of any party in the exercise of any right or remedy shall operate as a waiver hereof, and no single or partial exercise by any party of any right or remedy shall preclude other or further exercise thereof or exercise of any other right or remedy."
,67,govern,"10. GOVERNING LAW: This Agreement is being executed in the State of _______________ and the validity, construction, and enforceability hereof shall be governed in all respects by the Law of the State _____________"
8,68,entire,"11. ENTIRE AGREEMENT AND MODIFICATION: This Agreement sets forth the entire agreement between the parties hereto relating to its subject matter and supersedes any prior agreements, expressed or implied. Any modifications hereto may be made only by an instrument in writing signed by or on behalf of all parties hereto. "
8,69,execute,"12. MULTIPLE EXECUTION: This Agreement is executed in multiple counterparts, each copy of which shall be deemed an original hereof."
8,70,witness,"IN WITNESS WHEREOF, the parties hereto have hereunto set their hands and seals as of the day and year first
above written."
8,71,Agent Title,"<b>Agency
Accepted: </b>"
8,72,agent name ,"_______________________________________________
(Print Agent Name)"
8,73,agent address,"_______________________________________________
(Address)"
,74,agent zip,"_______________________________________________
                     (City) (State) (Zip)"
8,75,agent sig,"_______________________________________________
(Agent Signature)                                       (Agent Date)"
8,76,lender title,"<b>Lender
Accepted: </b>"
8,77,lender name,"_______________________________________________
(Print Authorized Representative Name)"
8,78,lender address,"_______________________________________________
(Address)"
8,79,lender zip ,"_______________________________________________
                     (City) (State) (Zip)"
8,80,Auth sign ,"_______________________________________________
(Authorized Representative Signature)            (Authorized Representative Date)"
,81,Label,<b>Allstate</b>
8,82,Rep Sig,"__________________________________________
(Authorized Representative Signature)"
8,83,sign title,(Title)_______________________________________________
8,84,sign date,Date:_______________________________________________
8,85,All state address,"Allstate Insurance Company 
2775 Sanders Rd
Northbrook, IL 60062"
8,86,Attn:,"Attn: Allstate Lending Connection®, Suite B2S"
8,87,footer,"© 2015 Allstate Insurance Company                                             5 of 6, SAG                                              07/1/2017"
8,88,header,"<b>Security Agreement in Economic Interest
FEE DECLARATION—Exhibit A</b>"
8,89,agency name,Agent Name: _______________________________________________
8,90,agent,Agent Number: _______________________________________________
8,91,sub header,Payment Amount Owed:
8,92,fee list,$25 Processing Fee
8,93,pay method,Please select payment method:
8,94,pay options,BOX - Paper check BOX - Commission Deduction
8,95,if check note,"If electing paper check, please make check payable to Allstate Insurance Company, and mail to:
Allstate Insurance Company, 2775 Sanders Rd., Northbrook, Il 60062 Attn: Allstate Lending Connection®, Suite B2S"
8,96,greeting,"<u>Acknowledgement by Agent: </u>
I acknowledge that the information provided on this Processing Fee Declaration is correct."
8,97,intro ,"If automatic deduction is selected above, I authorize Allstate to deduct the funds from my monthly commissions. I understand that if there are insufficient commissions to cover the entire amount of the processing fee in the Commencement Month the balance will be taken from subsequent months until the full balance of the processing fee is reached. "
8,98,name,Agent Name: _______________________________________________
8,99,agt sig,Agent Signature: ____________________________________________
8,100,agt sign ,Date:_______________________________________________
8,101,From lender,"Acknowledgement by Lender:
I acknowledge that the information provided on this Granting Processing Fee Declaration is correct."
8,102,Rep name ,Lender Authorized Rep Name: _________________________________
8,103,Rep sig,Lender Authorized Rep Signature: ______________________________
8,104,sig date,Date : ____________________________________________________
8,105,footer,"© 2015 Allstate Insurance Company                                                      6 of 6, SAG                                                             07/01/2017"
8,106,terminate,"In order to terminate or replace an Assignment of TPP, Security Interest, or Assignment of Commission, Allstate requires wnorittitfeicna tion. The Allstate Lending Connection® does not provide a release form. Please see the guidelines below."
8,107,graph,Place Png
8,108,contact info,"CONTACT INFORMATION
Allstate Lending Connection® 
Phone: (847)402-2191 
Email: Allstatelendingconnection@allstate.com 
Fax: (877) 347-6175

Mailing Address: Allstate Insurance Company, 2775 Sanders Rd., Northbrook, IL 60062 Attn: Allstate Lending Connection®, Suite B2S"
8,109,footer,© 2015 Allstate Insurance Company                                                                                                        07/01/2017
8,110,item 58,NOTICE OF TERMINATION WEBSITE
8,111,item 59,"The Granting of Security Interest and assignment contracts require an Agency to provide prompt notice to Lender(s) if its relationship with Allstate is terminating. However, as a service to lenders, Allstate publishes a list of Agencies who have active Grantings of Security Interest or Assignments with the Allstate Lending Connection® and who have provided or received a 90 day* notice of termination (or such greater number of days as is required by law). This list
is called the Estimated Termination Report.
Lenders may find the Estimated Termination Report, which lists Agencies who may be terminating their relationship with Allstate at this url: http://www.allstate.com/careers/termagents.aspx"
8,112,item 60,"Once an Agency terminates an affiliation with Allstate, their entry will be removed from the list. The information that is
provided includes:"
8,113,item 61,"State
Agency name
Agency Address
Lender name
Estimated date of termination
Estimated termination type (Sale of Agency or Termination Payments)"
8,114,item 62,Allstate does not guarantee that the Estimated Termination Report is all inclusive. This is for informational purposes only and does not relieve the Lender from performing any necessary due diligence to protect their interest.
8,115,item 63,"If you have questions regarding the Estimated Termination Report, please contact the Allstate Lending Connection®."
8,116,item 64,Allstate Lending Connection®: Allstatelendingconnection@allstate.com (847) 402-2191
8,117,item 65,* Or such greater number of days as is required by law
8,118,footer,© 2015 Allstate Insurance Company                                                                                                        07/1/2017
